cgpa,iq_score,tenth_percentage,twelfth_percentage,graduation_percentage,internships,projects,technical_skills_score,communication_score,backlogs,certifications,work_experience_months,branch,placement_status,package_lpa
6.94,103,64.69,78.36,58.81,2,0,4.57,6.21,0,2,0,EE,Not Placed,
6.91,97,70.81,69.53,69.7,2,3,9.76,6.13,1,0,0,ME,Placed,8.15
6.74,93,67.07,91.26,77.39,2,2,7.19,5.44,0,0,0,ECE,Placed,6.36
5.99,83,61.26,79.74,80.67,0,1,8.39,4.42,0,0,0,CSE,Not Placed,
7.37,131,82.85,60.17,66.8,4,1,7.95,1.81,0,2,0,CE,Placed,6.66
7.36,103,47.84,67.12,63.55,2,2,7.11,5.52,1,0,0,IT,Not Placed,
5.68,93,67.27,71.06,68.28,3,2,6.1,5.06,2,2,0,EE,Not Placed,
7.26,106,73.79,,91.49,1,5,6.79,6.65,2,0,0,ECE,Not Placed,
7.98,95,57.77,,69.85,1,6,5.07,5.64,1,1,9,ECE,Placed,7.67
7.14,120,95.23,72.25,68.25,1,0,7.21,10.0,0,0,0,IT,Not Placed,
7.04,99,70.1,72.48,75.93,2,4,6.09,4.21,1,2,0,ECE,Not Placed,
5.28,111,73.29,82.29,57.18,0,2,4.5,6.2,0,0,0,CSE,Not Placed,
4.84,124,74.4,76.41,69.29,1,5,5.49,3.76,0,0,0,CE,Not Placed,
7.16,105,76.92,70.31,74.89,3,1,3.36,5.16,0,0,0,ECE,Not Placed,
9.03,117,81.18,61.41,71.18,1,2,4.84,6.21,1,1,0,ECE,Placed,8.31
6.72,97,72.54,68.14,66.75,5,2,5.89,5.67,0,0,0,ECE,Placed,8.37
7.53,109,82.67,85.57,75.23,2,6,5.23,4.04,0,1,0,ME,Placed,7.32
5.78,117,65.86,91.21,76.4,3,6,3.36,8.59,1,1,0,IT,Placed,4.99
6.3,101,85.2,84.56,69.3,1,0,5.65,5.32,0,0,0,CE,Not Placed,
10.0,89,83.55,86.24,72.1,2,1,3.63,6.46,1,1,0,CSE,Placed,9.6
8.58,95,75.63,58.54,68.92,2,3,9.08,5.65,0,2,0,ME,Placed,7.98
8.1,104,78.73,61.0,62.94,1,0,7.4,8.31,0,1,0,CE,Placed,5.0
9.63,76,70.11,77.4,71.91,2,3,7.2,5.02,0,2,0,IT,Placed,11.23
7.43,97,76.9,83.8,83.72,0,2,1.83,5.72,0,0,0,ME,Placed,4.56
5.52,87,100.0,70.1,55.18,0,1,6.13,4.86,1,0,5,CSE,Not Placed,
8.58,118,67.94,61.79,71.08,1,2,4.87,4.71,0,0,3,ECE,Placed,7.65
6.03,92,78.96,64.18,67.26,1,2,8.55,6.34,1,2,0,CSE,Not Placed,
6.93,104,63.39,76.76,78.34,0,3,3.84,4.43,0,1,0,IT,Not Placed,
7.42,99,82.19,77.04,86.25,1,2,4.98,4.85,0,0,0,ME,Placed,6.61
7.97,106,88.64,68.72,71.57,0,2,8.93,5.72,0,0,0,ECE,Placed,8.81
7.1,93,64.36,70.26,77.63,1,4,5.51,6.8,0,2,0,CSE,Placed,6.41
6.4,117,74.62,88.83,73.65,1,1,8.09,6.1,0,1,5,ME,Placed,4.85
4.0,102,73.22,62.91,67.15,4,2,5.89,4.78,0,0,0,CSE,Not Placed,
7.65,97,82.72,81.33,72.84,0,3,5.12,6.7,1,0,0,ECE,Not Placed,
6.1,105,69.92,67.84,74.96,2,1,5.71,6.16,1,0,0,EE,Not Placed,
7.56,96,66.94,66.84,66.01,2,2,3.66,4.93,0,1,0,CSE,Not Placed,
7.01,101,58.14,66.15,78.16,3,2,8.94,3.92,1,3,0,EE,Not Placed,
6.28,108,78.36,71.92,73.25,2,3,3.6,6.41,0,1,0,CSE,Not Placed,
7.55,124,70.74,,85.47,0,1,9.38,4.59,2,0,0,CE,Not Placed,
6.94,86,94.86,89.63,65.89,3,6,5.16,10.0,0,2,0,IT,Placed,6.1
6.83,99,88.76,71.45,73.47,1,1,6.58,7.87,0,2,4,ECE,Placed,7.66
5.77,84,80.82,65.76,86.64,2,2,6.46,4.46,0,0,1,EE,Placed,4.27
6.72,129,84.71,91.23,70.03,2,3,4.67,7.56,1,0,0,ME,Not Placed,
8.69,81,83.66,70.02,74.17,3,1,6.41,,0,1,0,ECE,Placed,8.77
5.45,123,89.46,79.95,72.3,2,3,5.78,9.49,0,0,0,ECE,Placed,3.48
8.78,78,68.15,70.29,56.58,2,1,0.0,4.97,0,1,0,ECE,Placed,5.85
5.46,83,66.88,82.95,69.11,2,2,6.61,6.63,0,3,7,CSE,Not Placed,
8.07,103,66.37,81.95,91.83,0,2,6.08,4.67,1,1,0,CSE,Placed,6.37
6.57,96,72.01,72.75,67.03,0,1,1.7,5.9,0,0,0,CSE,Not Placed,
7.82,100,63.73,72.89,69.49,1,4,4.29,6.9,2,3,1,CSE,Placed,7.27
5.69,117,62.02,81.32,76.09,1,2,5.23,7.18,0,1,0,EE,Placed,5.38
7.4,112,71.74,79.39,66.3,0,4,6.95,7.78,0,1,0,ME,Placed,6.79
8.39,99,86.51,77.22,76.4,0,4,3.69,1.85,0,1,0,CE,Placed,4.79
7.54,111,64.27,78.44,70.14,3,1,6.35,5.93,1,1,0,CSE,Not Placed,
7.01,88,67.0,92.56,69.39,0,2,5.27,,1,0,0,CSE,Not Placed,
6.43,74,76.87,81.53,70.67,0,1,7.2,4.86,0,2,0,CSE,Not Placed,
5.85,103,79.52,66.86,62.01,0,4,6.63,6.28,0,3,0,ECE,Not Placed,
6.3,89,90.86,80.95,72.34,3,4,6.26,7.88,2,0,0,ME,Placed,6.88
7.56,108,75.38,78.72,79.9,0,3,4.04,5.03,0,1,0,IT,Not Placed,
7.9,103,92.37,65.67,64.08,4,3,7.69,6.37,0,0,0,EE,Placed,6.68
6.39,79,74.26,77.83,69.85,3,3,6.14,7.23,1,0,9,IT,Not Placed,
5.77,109,81.95,78.07,69.6,1,2,5.26,6.98,1,0,2,EE,Not Placed,
8.43,111,74.54,73.46,73.48,0,3,3.68,7.14,0,2,10,CSE,Placed,8.88
5.62,90,66.29,76.09,67.78,2,2,6.49,3.07,1,1,0,EE,Not Placed,
5.81,109,67.59,76.39,76.81,2,6,3.26,,0,1,0,IT,Placed,4.76
8.13,74,82.35,79.5,85.76,1,4,6.93,7.46,0,0,0,IT,Placed,8.09
7.88,106,87.65,67.41,63.52,1,2,6.65,6.48,2,0,0,ECE,Not Placed,
6.66,122,79.18,58.15,67.28,0,2,5.85,8.79,0,2,0,EE,Not Placed,
8.68,115,72.71,71.14,61.83,2,4,5.5,6.35,0,0,0,EE,Not Placed,
8.19,97,76.05,70.14,78.77,2,2,5.97,5.68,2,1,0,ECE,Placed,7.14
6.52,80,90.69,84.75,70.53,0,1,6.53,7.02,0,0,0,CE,Not Placed,
7.41,128,82.6,86.31,92.31,3,2,1.65,4.3,0,1,0,CSE,Placed,5.56
6.21,116,65.92,68.77,65.42,2,0,6.54,,2,0,0,IT,Not Placed,
7.42,83,76.81,86.04,73.69,2,2,5.14,5.37,1,1,0,IT,Placed,8.78
7.73,96,70.31,63.31,71.44,0,3,2.97,8.12,1,0,0,ECE,Not Placed,
8.25,88,65.92,71.53,71.44,2,0,3.63,5.18,2,3,0,CE,Not Placed,
7.35,111,75.52,80.79,72.2,2,1,5.28,4.97,0,2,5,ME,Not Placed,
7.45,109,76.43,76.4,85.82,1,1,6.04,6.43,0,3,0,ECE,Placed,7.05
6.69,82,74.26,66.54,77.46,0,2,6.21,5.46,1,0,0,ME,Not Placed,
6.46,105,66.72,58.65,68.37,0,1,10.0,4.26,1,0,0,ME,Not Placed,
4.97,109,66.84,80.79,61.07,0,1,4.91,6.92,1,1,16,CSE,Not Placed,
7.69,107,100.0,71.27,54.79,0,5,5.36,4.29,1,2,0,ME,Not Placed,
7.13,109,92.96,66.9,70.24,3,2,7.41,6.94,0,0,0,CSE,Placed,7.21
8.76,88,73.17,74.3,77.78,2,5,7.04,7.68,0,1,1,IT,Placed,8.15
5.38,70,84.14,70.43,66.61,0,3,4.92,7.01,0,2,0,IT,Not Placed,
5.85,111,89.03,70.71,72.52,3,3,6.15,5.85,3,2,0,ME,Not Placed,
5.08,112,100.0,61.5,74.68,1,5,10.0,7.39,1,0,0,CE,Not Placed,
6.74,110,92.9,85.88,71.34,0,1,1.82,4.76,0,3,0,CSE,Not Placed,
6.24,122,80.87,71.58,74.53,1,3,4.82,4.13,1,1,0,CSE,Placed,5.03
6.97,86,83.88,75.3,78.65,2,4,4.65,3.81,1,1,0,EE,Not Placed,
7.15,108,88.36,62.23,64.19,0,2,9.05,6.38,0,2,0,CSE,Placed,7.83
7.68,132,70.57,82.09,61.31,0,2,6.9,7.24,1,1,0,EE,Placed,6.88
6.19,115,64.38,75.56,81.85,2,1,7.55,3.41,0,5,0,ECE,Not Placed,
6.92,84,73.07,94.25,71.27,2,3,7.22,6.06,0,2,0,CE,Not Placed,
6.93,146,87.91,68.71,73.07,1,5,5.57,7.6,0,1,0,EE,Placed,8.57
6.32,80,77.76,72.84,66.33,1,3,5.12,8.65,0,1,2,EE,Not Placed,
7.56,106,76.4,77.26,67.11,0,3,3.07,7.13,2,0,0,EE,Not Placed,
9.9,105,60.73,63.62,80.8,0,2,4.92,4.09,0,1,0,CSE,Placed,9.48
7.51,120,81.0,75.55,76.13,1,3,4.82,8.16,0,5,0,CSE,Placed,6.77
5.4,72,77.24,81.73,75.28,1,0,3.12,5.9,0,0,0,ECE,Not Placed,
6.14,94,78.59,73.56,74.34,0,3,6.32,5.73,0,1,0,ECE,Not Placed,
8.09,102,90.28,81.39,65.09,0,3,7.4,6.53,1,0,0,CSE,Not Placed,
6.76,117,84.61,56.6,78.55,1,4,7.62,3.11,0,3,0,IT,Not Placed,
7.11,96,93.21,65.82,60.56,5,1,4.45,7.07,1,1,0,IT,Not Placed,
7.4,116,82.55,73.7,84.94,2,2,5.36,4.71,0,0,0,CSE,Placed,6.41
6.9,128,77.4,80.4,59.07,2,4,4.66,7.57,0,1,0,ECE,Placed,6.38
7.74,126,72.73,80.32,65.6,1,2,5.85,7.95,0,1,0,CSE,Not Placed,
7.0,88,75.97,74.61,72.79,1,3,3.06,5.74,0,1,0,ECE,Not Placed,
4.35,109,71.46,93.7,66.16,3,1,2.33,,1,0,0,EE,Not Placed,
7.53,109,73.94,95.88,79.48,1,2,5.77,8.68,1,0,0,IT,Placed,7.13
7.29,80,90.33,74.56,66.18,2,2,6.8,3.36,0,3,0,IT,Not Placed,
6.13,106,95.76,55.33,83.15,3,4,6.81,4.75,2,0,0,ME,Not Placed,
8.9,108,93.71,,73.07,2,1,5.53,5.65,0,0,0,ECE,Placed,6.23
6.25,92,62.55,80.06,63.19,0,3,8.04,5.52,1,2,0,CE,Not Placed,
6.01,106,75.73,67.92,67.71,1,2,5.6,5.56,1,1,0,CE,Not Placed,
7.87,100,81.54,84.18,80.99,0,1,5.15,9.0,0,1,0,IT,Placed,5.2
5.58,92,80.48,,78.3,0,7,9.87,3.83,1,1,0,IT,Not Placed,
6.08,82,67.49,75.13,72.92,3,3,6.71,8.01,0,1,0,ME,Placed,6.15
6.27,77,82.38,58.54,64.59,1,4,4.45,,1,2,0,ECE,Not Placed,
6.54,115,84.05,61.51,87.5,1,0,5.64,5.96,1,2,5,CE,Placed,4.58
5.9,87,68.58,72.98,61.45,5,1,5.57,8.02,0,4,0,CE,Placed,6.3
5.39,93,78.1,79.32,68.72,0,3,5.94,5.92,0,0,0,ME,Placed,2.8
5.35,82,85.58,93.26,76.64,3,1,4.86,8.4,0,1,0,CSE,Not Placed,
5.76,111,88.63,75.79,75.08,1,0,5.76,6.64,0,1,0,ME,Not Placed,
5.23,127,69.24,68.9,76.32,2,3,2.15,6.41,0,3,0,CE,Placed,5.13
5.43,136,79.49,74.01,70.59,0,3,7.66,7.41,1,0,0,CE,Not Placed,
7.36,106,75.9,88.85,74.62,1,2,3.06,7.21,0,0,1,CE,Not Placed,
7.0,121,70.39,83.29,79.08,0,3,6.52,4.49,1,0,0,CSE,Placed,6.33
6.64,109,81.48,68.48,67.7,2,2,5.66,8.1,0,0,0,ME,Placed,6.49
5.72,70,71.49,73.29,74.41,1,3,4.97,6.88,1,0,6,IT,Not Placed,
7.61,100,71.39,83.77,64.57,1,1,7.24,5.28,2,0,0,CSE,Not Placed,
6.59,106,63.39,69.68,73.47,2,6,3.17,10.0,0,1,0,ME,Placed,4.13
9.13,102,63.86,71.3,84.59,1,0,2.99,6.31,0,1,0,IT,Placed,5.75
7.19,103,71.71,96.2,80.93,2,2,5.21,5.47,2,2,0,IT,Placed,5.25
7.06,71,99.22,64.12,70.29,2,1,8.31,4.32,0,1,0,CSE,Placed,9.08
7.17,97,66.04,62.7,79.65,1,2,5.43,8.19,2,1,0,CSE,Not Placed,
6.67,91,76.56,90.19,77.63,2,1,9.93,8.98,0,4,0,IT,Placed,8.78
6.0,109,77.56,74.52,65.79,1,2,2.93,6.33,3,0,0,CSE,Not Placed,
6.84,113,69.02,65.72,93.44,3,0,4.92,,1,0,3,CSE,Placed,7.14
5.52,106,72.14,55.23,87.23,4,5,4.39,5.9,1,1,0,IT,Not Placed,
6.17,120,84.3,71.13,63.74,2,2,6.53,7.07,1,2,0,ME,Placed,6.39
6.42,93,78.52,60.97,60.12,2,2,5.27,7.04,1,0,0,CE,Not Placed,
8.72,98,54.54,61.41,80.47,3,2,4.35,3.35,3,1,0,EE,Not Placed,
6.79,96,74.78,67.18,64.85,1,3,5.42,5.87,1,0,0,CSE,Not Placed,
8.69,79,63.49,66.1,76.93,0,2,7.56,9.01,0,2,0,IT,Placed,9.65
6.52,93,72.88,,83.4,2,1,6.83,6.0,0,1,0,CSE,Placed,7.61
8.01,79,74.69,76.14,69.58,1,3,7.63,6.06,0,2,0,CSE,Placed,8.26
7.49,111,86.13,81.45,66.96,1,2,3.37,6.87,0,1,0,ECE,Not Placed,
5.67,97,90.69,72.39,83.59,0,4,5.9,8.08,0,1,0,EE,Not Placed,
7.01,95,84.28,69.41,79.13,3,2,1.88,6.13,0,2,0,CSE,Not Placed,
7.03,120,65.36,92.95,68.09,3,0,5.33,6.8,1,1,0,CSE,Placed,6.54
5.41,114,68.85,66.26,73.05,1,2,4.18,4.21,0,0,1,ME,Not Placed,
6.47,72,79.32,89.78,73.48,1,2,7.0,3.52,1,2,0,ECE,Not Placed,
7.49,122,77.42,84.84,61.23,1,1,5.19,6.19,1,0,0,CSE,Not Placed,
7.85,119,64.72,55.05,83.29,0,0,8.12,6.81,1,1,0,IT,Placed,7.86
5.86,86,69.99,73.2,66.1,2,3,4.85,5.29,2,2,0,IT,Not Placed,
7.19,121,89.06,70.59,77.42,1,4,6.72,4.09,4,2,0,CSE,Not Placed,
7.25,110,81.5,58.96,70.06,1,2,9.51,6.62,1,2,0,CSE,Placed,9.98
7.06,111,76.99,75.87,60.11,2,6,5.26,9.01,0,1,3,IT,Placed,7.3
6.58,105,72.36,56.06,89.78,1,0,8.66,7.26,0,0,0,CSE,Not Placed,
7.28,106,73.49,81.71,73.44,0,2,8.98,7.99,2,1,0,CSE,Not Placed,
5.05,110,64.98,78.5,62.71,1,4,6.56,6.91,2,1,0,EE,Not Placed,
6.83,89,84.14,79.39,80.53,1,4,5.71,5.4,2,1,0,CSE,Not Placed,
6.84,97,80.57,62.92,79.82,0,6,4.61,6.64,1,0,1,IT,Not Placed,
6.45,78,67.66,68.76,62.97,1,3,3.42,6.29,0,2,0,CE,Not Placed,
5.41,111,65.05,56.11,63.58,0,3,4.5,7.14,0,1,0,ECE,Not Placed,
6.84,77,70.67,85.76,78.1,3,3,7.25,4.09,1,1,0,CSE,Not Placed,
6.44,109,72.86,61.24,70.93,3,1,4.38,7.64,1,4,0,EE,Not Placed,
8.85,80,80.12,63.2,69.1,1,5,2.05,8.32,0,0,0,ECE,Placed,6.77
6.62,117,78.33,88.07,61.35,1,6,5.16,3.97,1,2,0,EE,Placed,5.72
6.68,73,64.49,79.14,69.14,0,2,7.63,6.43,1,2,0,CSE,Placed,4.79
8.96,97,77.36,62.71,64.55,1,0,5.7,8.44,0,2,0,CSE,Placed,7.72
6.37,110,88.46,80.69,80.46,1,1,5.5,6.84,0,1,0,IT,Placed,6.12
6.51,109,90.84,72.39,67.06,1,2,8.1,5.26,0,1,4,CE,Placed,5.06
7.54,125,85.27,68.19,72.41,1,2,5.41,,0,0,0,CSE,Placed,8.07
7.48,110,90.21,66.97,75.03,1,2,2.97,7.12,1,1,0,ME,Placed,4.68
7.78,89,49.66,66.82,69.31,2,3,8.34,5.19,1,3,0,ECE,Placed,5.98
7.45,106,69.31,85.09,66.55,1,4,3.19,6.49,2,3,0,CSE,Not Placed,
7.49,103,87.61,77.77,70.43,4,3,4.79,7.37,1,2,0,CSE,Placed,6.93
6.63,107,60.38,73.7,62.2,1,2,5.05,6.43,2,0,0,CSE,Not Placed,
7.06,116,68.44,64.65,53.15,1,1,4.21,2.1,1,0,0,ECE,Not Placed,
6.09,119,73.02,69.12,67.36,0,3,7.46,6.41,2,1,0,ECE,Not Placed,
7.64,85,90.65,70.87,68.85,0,4,10.0,6.1,2,1,0,EE,Not Placed,
7.29,105,100.0,83.9,71.44,0,0,9.99,5.42,1,1,0,CSE,Placed,8.05
6.02,119,74.31,79.45,57.45,0,1,4.26,8.68,1,0,10,CSE,Not Placed,
9.61,99,89.79,76.16,71.55,0,3,9.09,10.0,2,0,0,ECE,Placed,9.16
7.11,117,89.83,80.67,67.77,1,2,4.65,4.47,0,2,4,CE,Placed,3.7
7.08,84,78.53,62.66,66.34,0,0,7.09,8.06,0,2,0,IT,Placed,8.1
7.05,79,87.22,79.34,76.58,0,7,4.51,8.04,1,1,0,IT,Not Placed,
5.17,76,75.74,68.92,62.49,2,2,8.16,4.58,0,1,0,CSE,Not Placed,
6.5,91,78.61,82.14,69.58,2,4,6.09,8.47,0,1,0,EE,Not Placed,
8.67,92,75.08,93.42,75.71,2,1,7.46,6.42,0,3,0,ECE,Placed,9.67
6.69,77,80.09,87.6,71.17,3,2,9.56,7.4,0,3,0,CSE,Placed,7.32
8.24,102,78.47,81.55,50.76,1,1,5.15,5.97,0,2,0,IT,Placed,8.01
7.07,82,76.64,,74.19,2,1,6.95,5.14,0,0,0,ECE,Placed,7.06
6.65,99,85.78,77.27,78.73,1,4,4.37,6.59,1,0,0,CSE,Not Placed,
9.37,103,69.76,85.37,78.69,1,0,6.61,7.72,2,1,0,EE,Placed,9.22
7.87,105,58.72,70.44,70.35,2,4,3.77,7.59,0,0,0,CE,Placed,6.48
8.25,91,83.31,79.88,54.96,0,3,2.07,4.89,0,0,2,IT,Not Placed,
5.57,99,71.52,59.7,70.54,1,1,5.92,6.11,0,0,0,ECE,Not Placed,
8.88,103,83.25,81.82,75.52,1,0,2.97,7.95,1,0,0,CSE,Placed,6.2
5.8,117,82.59,83.97,69.81,3,2,5.05,5.07,0,1,0,CSE,Placed,7.1
4.0,115,83.66,78.97,78.34,1,3,7.17,5.1,1,1,12,ME,Not Placed,
7.72,104,72.17,76.43,75.01,2,3,2.9,3.49,0,0,0,CSE,Placed,7.84
6.58,70,77.59,62.8,63.76,1,0,7.22,5.67,2,1,0,ECE,Not Placed,
5.47,99,83.25,57.75,72.18,1,1,6.62,5.55,0,2,0,CE,Not Placed,
5.24,128,85.28,77.73,73.34,1,5,5.14,8.25,0,0,0,EE,Placed,2.5
8.51,110,66.1,65.99,73.82,2,3,7.25,4.22,0,1,0,ECE,Placed,7.24
6.09,109,62.73,76.44,75.27,0,3,5.16,8.26,1,4,0,EE,Not Placed,
5.09,105,78.96,67.58,73.22,1,1,6.02,8.05,0,2,0,IT,Placed,3.9
7.19,98,59.28,65.24,80.51,1,0,3.85,8.97,1,1,0,IT,Placed,5.46
7.33,116,75.42,100.0,76.24,2,2,3.33,6.64,1,1,0,CSE,Not Placed,
7.19,75,78.21,77.08,73.03,5,2,4.82,8.0,0,0,0,IT,Placed,8.2
8.74,108,64.91,85.62,68.32,2,1,7.45,1.98,0,0,0,CSE,Placed,9.8
7.91,90,72.97,72.03,80.13,2,2,5.01,8.29,0,2,0,IT,Placed,8.72
6.98,96,76.12,49.66,66.95,1,2,9.49,7.63,0,0,0,CSE,Not Placed,
8.55,110,67.76,68.17,71.12,0,3,5.12,3.67,0,1,0,CSE,Not Placed,
7.07,98,77.38,69.69,71.69,1,4,7.13,6.68,0,0,0,CSE,Not Placed,
8.89,108,66.66,74.91,74.65,0,1,6.79,4.7,0,4,0,IT,Placed,9.2
7.46,126,85.2,70.45,73.02,2,2,4.38,5.67,1,2,0,CSE,Not Placed,
6.77,101,79.75,79.2,76.44,1,4,6.72,6.81,1,1,5,CSE,Not Placed,
7.28,92,59.09,88.1,66.75,2,2,7.7,6.25,0,0,4,IT,Not Placed,
4.65,97,97.62,57.08,64.05,0,1,5.33,7.85,1,0,0,ECE,Not Placed,
7.2,103,88.02,55.29,73.73,1,6,7.62,9.95,0,0,0,ME,Placed,5.39
6.43,106,70.15,79.5,74.28,4,1,3.65,8.49,0,2,0,CSE,Placed,3.12
7.13,120,66.82,75.56,61.13,0,5,2.63,8.38,0,0,0,EE,Not Placed,
6.84,132,72.27,74.91,79.22,2,4,9.17,6.58,0,1,1,ECE,Placed,7.88
7.81,116,95.36,76.65,62.53,1,1,4.05,5.81,2,1,1,IT,Not Placed,
5.43,104,84.02,95.65,64.42,2,1,7.34,5.14,1,3,0,IT,Not Placed,
9.0,110,75.74,84.11,82.77,2,3,9.78,4.82,1,0,0,CSE,Placed,9.5
6.42,111,92.52,66.27,65.82,1,1,1.57,7.31,1,1,0,ME,Not Placed,
7.73,119,83.41,82.82,60.04,0,1,6.86,7.69,0,1,0,CSE,Placed,7.61
9.2,98,71.94,71.91,74.96,1,3,6.64,8.64,0,2,0,IT,Placed,6.91
7.66,87,67.81,76.32,87.66,0,1,4.83,3.85,0,1,0,CSE,Placed,6.71
6.6,107,96.84,71.12,66.86,0,4,6.0,4.01,0,1,0,CSE,Not Placed,
6.19,99,62.48,71.5,65.18,1,1,8.17,4.55,1,3,0,ECE,Placed,7.39
8.29,113,81.29,84.34,79.23,1,5,6.21,5.66,1,0,0,ME,Placed,7.82
6.39,93,66.98,85.66,72.89,1,4,7.42,6.33,2,0,0,CE,Not Placed,
6.21,109,66.16,74.96,74.55,2,3,6.35,3.62,1,1,0,CSE,Not Placed,
6.87,137,81.38,69.88,70.49,1,5,8.27,5.72,0,2,0,ME,Placed,6.04
5.06,101,73.87,94.28,57.04,3,2,5.62,6.28,1,2,0,ME,Not Placed,
7.27,120,95.18,67.94,78.76,1,1,3.19,7.31,0,1,0,CSE,Placed,4.87
6.0,111,63.54,64.82,82.88,1,5,4.65,7.73,2,2,0,ME,Not Placed,
4.25,96,77.64,64.54,83.33,1,4,5.6,4.96,0,0,0,CSE,Not Placed,
7.0,91,81.92,71.41,67.66,1,4,8.33,7.33,0,1,0,IT,Placed,6.18
7.82,86,100.0,66.1,78.1,1,3,7.84,2.82,0,1,0,ECE,Not Placed,
7.8,92,72.2,70.29,83.2,1,1,4.83,6.63,0,0,0,ECE,Placed,6.82
6.47,85,80.09,87.02,72.94,3,1,7.49,7.4,0,3,0,CSE,Placed,7.82
8.1,88,64.16,62.59,76.29,0,1,2.65,5.28,0,0,0,IT,Placed,5.55
6.29,106,74.51,79.35,63.4,0,4,6.66,10.0,0,2,2,CE,Not Placed,
6.07,95,73.23,74.89,83.83,1,2,6.33,6.35,0,0,0,ME,Not Placed,
7.84,97,82.58,76.72,74.55,2,6,6.83,7.54,0,1,11,IT,Placed,7.28
7.91,85,65.06,79.56,70.32,1,1,5.38,6.15,0,0,0,IT,Placed,7.55
8.02,122,69.26,77.26,65.62,0,5,7.01,7.73,2,0,0,CSE,Not Placed,
8.72,75,49.5,75.47,75.07,0,2,4.27,7.36,0,1,0,ECE,Placed,6.52
6.59,103,85.02,49.32,68.66,3,2,3.59,3.91,0,0,0,ECE,Not Placed,
9.3,94,100.0,79.33,82.18,0,5,7.73,5.95,0,1,0,ECE,Placed,10.11
5.75,103,64.68,48.49,54.76,2,5,6.98,6.24,1,1,0,ME,Not Placed,
8.03,98,67.64,64.41,74.44,2,2,5.15,6.12,1,2,25,CE,Placed,6.42
5.3,74,71.65,74.3,78.51,0,2,6.81,6.88,1,1,0,EE,Not Placed,
7.77,109,97.14,66.37,57.84,2,2,6.29,4.02,1,1,0,CSE,Not Placed,
5.82,99,82.16,59.95,83.04,1,4,7.79,6.27,0,3,0,CE,Placed,5.47
4.74,102,65.75,61.28,70.88,2,3,5.01,5.12,0,0,0,ECE,Placed,2.5
5.61,112,82.05,79.18,79.22,2,0,3.45,3.02,1,3,0,ECE,Not Placed,
8.5,96,90.51,54.79,79.19,0,1,3.37,2.18,1,0,0,CSE,Placed,7.41
5.48,70,72.78,69.58,67.71,1,3,3.35,8.88,0,1,0,IT,Not Placed,
6.29,82,81.12,77.61,81.49,0,2,9.88,5.19,0,0,0,CSE,Not Placed,
6.47,86,78.07,70.78,67.5,0,1,7.97,5.35,0,0,0,ME,Not Placed,
8.19,87,86.64,83.99,64.68,0,3,5.35,4.87,1,1,0,CE,Not Placed,
6.61,105,67.15,80.88,69.3,3,1,3.85,6.51,0,2,0,IT,Not Placed,
6.47,94,67.59,67.5,76.24,0,5,6.6,6.21,2,0,0,CE,Not Placed,
6.24,136,92.18,84.7,81.33,0,1,6.08,4.7,0,1,0,ME,Not Placed,
10.0,124,77.4,78.49,71.1,0,2,6.3,3.6,1,0,12,IT,Not Placed,
6.95,95,61.69,72.14,82.3,2,1,5.87,7.2,0,1,0,IT,Not Placed,
6.79,94,64.3,75.42,58.22,0,2,6.76,5.16,1,0,0,ECE,Not Placed,
6.88,85,72.13,80.16,77.25,3,0,5.94,5.0,0,0,0,ME,Placed,8.88
8.6,106,87.19,74.21,70.07,2,5,8.3,4.83,0,2,0,CSE,Placed,8.54
7.63,85,70.36,75.69,56.09,1,5,4.61,9.42,0,4,0,CSE,Placed,6.81
7.53,90,67.67,90.27,70.48,2,0,4.53,7.6,0,1,0,EE,Placed,5.3
4.8,96,84.85,73.26,77.78,0,1,8.34,3.7,2,1,18,CSE,Not Placed,
7.83,110,87.54,80.33,64.08,2,1,6.49,4.12,0,2,0,CSE,Placed,8.04
7.54,104,89.67,81.69,82.2,0,1,5.22,6.09,0,0,0,CE,Not Placed,
5.5,95,86.4,77.9,73.04,1,4,6.64,6.06,0,0,0,CE,Not Placed,
7.48,100,92.86,77.64,81.48,1,3,8.55,4.63,0,0,0,EE,Placed,7.28
6.99,115,70.51,96.65,72.68,2,3,4.51,8.97,1,1,0,ECE,Not Placed,
5.63,113,83.19,73.98,58.69,3,3,2.21,6.16,0,0,0,EE,Not Placed,
5.66,99,81.83,,69.44,1,2,5.86,3.55,0,1,0,IT,Not Placed,
8.79,110,80.19,70.97,77.74,0,2,6.68,7.38,0,0,0,ECE,Placed,6.56
8.04,112,92.72,72.05,69.12,1,2,10.0,6.51,0,0,0,ME,Not Placed,
7.43,112,75.38,62.02,70.18,4,0,7.14,4.24,0,1,0,ME,Placed,6.67
7.07,94,86.76,76.31,87.24,2,6,5.99,2.93,0,1,0,EE,Placed,6.14
5.66,105,70.26,86.46,70.63,2,2,8.04,4.84,0,1,0,ME,Placed,7.85
7.4,86,73.8,74.86,66.62,2,1,3.42,6.65,0,1,0,ECE,Placed,6.05
6.59,113,79.47,52.28,70.09,0,4,4.43,7.79,0,0,0,ME,Not Placed,
7.88,98,77.99,73.59,58.12,3,2,2.93,7.94,0,0,0,ME,Placed,6.68
7.56,94,81.56,56.75,75.77,1,3,4.75,5.6,1,2,0,IT,Not Placed,
8.01,86,78.5,74.61,79.96,2,3,7.84,4.11,1,1,0,ECE,Not Placed,
